Gene,GOID,DEFINITION,ONTOLOGY,TERM
MYCTH_2311263,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_2304985,GO:0032981,"The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I.",BP,mitochondrial respiratory chain complex I assembly
MYCTH_2298434,GO:0008270,Interacting selectively and non-covalently with zinc (Zn) ions.,MF,zinc ion binding
MYCTH_2298434,GO:0005634,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC,nucleus
MYCTH_103334,GO:0016052,"The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y.",BP,carbohydrate catabolic process
MYCTH_2302711,GO:0006529,"The chemical reactions and pathways resulting in the formation of asparagine, 2-amino-3-carbamoylpropanoic acid.",BP,asparagine biosynthetic process
MYCTH_2037656,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_75334,GO:0005506,Interacting selectively and non-covalently with iron (Fe) ions.,MF,iron ion binding
MYCTH_2305642,GO:0055085,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",BP,transmembrane transport
MYCTH_2084256,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2084256,GO:0030163,"The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds.",BP,protein catabolic process
MYCTH_2302105,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_2305635,GO:0030411,"Catalysis of the reaction: scytalone = 1,3,8-trihydroxynaphthalene + H(2)O.",MF,scytalone dehydratase activity
MYCTH_2302064,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2302064,GO:0006412,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",BP,translation
MYCTH_2298226,GO:0006418,"The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis.",BP,tRNA aminoacylation for protein translation
MYCTH_2298226,GO:0004832,Catalysis of the reaction: L-valine + ATP + tRNA(Val) = L-valyl-tRNA(Val) + AMP + diphosphate + 2 H(+).,MF,valine-tRNA ligase activity
MYCTH_2301732,GO:0016020,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC,membrane
MYCTH_2301732,GO:0015696,"The directed movement of ammonium into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Ammonium is the cation NH4+ which is formed from N2 by root-nodule bacteria in leguminous plants and is an excretory product in ammonotelic animals.",BP,ammonium transport
MYCTH_2298984,GO:0005737,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC,cytoplasm
MYCTH_2063133,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_2304940,GO:0031625,"Interacting selectively and non-covalently with a ubiquitin protein ligase enzyme, any of the E3 proteins.",MF,ubiquitin protein ligase binding
MYCTH_2112991,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2297938,GO:0016705,"Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor.",MF,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
MYCTH_2302133,GO:0004823,Catalysis of the reaction: L-leucine + ATP + tRNA(Leu) = AMP + diphosphate + 2 H(+) + Leu-tRNA(Leu).,MF,leucine-tRNA ligase activity
MYCTH_2302133,GO:0006418,"The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis.",BP,tRNA aminoacylation for protein translation
MYCTH_2304760,GO:0030071,"Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin.",BP,regulation of mitotic metaphase/anaphase transition
MYCTH_2297084,GO:0044571,The incorporation of two iron atoms and two sulfur atoms into an iron-sulfur cluster.,BP,[2Fe-2S] cluster assembly
MYCTH_2039818,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2307231,GO:0006508,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,BP,proteolysis
MYCTH_2301027,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2303023,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2303023,GO:0006468,The process of introducing a phosphate group on to a protein.,BP,protein phosphorylation
MYCTH_2090577,GO:1902600,,BP,proton transmembrane transport
MYCTH_2090577,GO:0046961,"Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism.",MF,"proton-transporting ATPase activity, rotational mechanism"
MYCTH_2313379,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2308652,GO:0006378,The enzymatic addition of a sequence of 40-200 adenylyl residues at the 3' end of a eukaryotic mRNA primary transcript.,BP,mRNA polyadenylation
MYCTH_2303730,GO:0016567,The process in which one or more ubiquitin groups are added to a protein.,BP,protein ubiquitination
MYCTH_2302705,GO:0008308,Enables the transmembrane transfer of an anion by a voltage-gated channel. An anion is a negatively charged ion. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.,MF,voltage-gated anion channel activity
MYCTH_2302705,GO:0055085,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",BP,transmembrane transport
MYCTH_2313790,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2306612,GO:0030036,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.",BP,actin cytoskeleton organization
MYCTH_2125560,GO:0008654,"The chemical reactions and pathways resulting in the formation of phospholipids, any lipid containing phosphoric acid as a mono- or diester.",BP,phospholipid biosynthetic process
MYCTH_2073265,GO:0019901,"Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate.",MF,protein kinase binding
MYCTH_2301537,GO:0005669,"A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters.",CC,transcription factor TFIID complex
MYCTH_2093728,GO:0043130,"Interacting selectively and non-covalently with ubiquitin, a protein that when covalently bound to other cellular proteins marks them for proteolytic degradation.",MF,ubiquitin binding
MYCTH_2294663,GO:0006260,"The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA.",BP,DNA replication
MYCTH_2302174,GO:0045039,"The processes mediating the insertion of proteins into the mitochondrial inner membrane. Mitochondrial inner membrane proteins can get inserted from the cytosol, by crossing the outer membrane and being guided by an inner membrane translocase complex into their final destination in the inner membrane. Some proteins present in the intermembrane space can get inserted into the inner mitochondrial membrane. Finally, some proteins are inserted into the inner membrane from the matrix side of the membrane.",BP,protein insertion into mitochondrial inner membrane
MYCTH_112159,GO:0008610,"The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent.",BP,lipid biosynthetic process
MYCTH_2303639,GO:0051377,Catalysis of the transfer of ethanolamine phosphate to a mannose residue in the GPI lipid precursor.,MF,mannose-ethanolamine phosphotransferase activity
MYCTH_2306043,GO:0007165,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",BP,signal transduction
MYCTH_2293954,GO:0009058,The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.,BP,biosynthetic process
MYCTH_2305086,GO:0006166,"Any process which produces a purine nucleoside from derivatives of it, without de novo synthesis.",BP,purine ribonucleoside salvage
MYCTH_2305979,GO:0050660,"Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2.",MF,flavin adenine dinucleotide binding
MYCTH_2299268,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_2295180,GO:0016538,"Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins.",MF,cyclin-dependent protein serine/threonine kinase regulator activity
MYCTH_2304034,GO:0050660,"Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2.",MF,flavin adenine dinucleotide binding
MYCTH_2307313,GO:0140658,,,
MYCTH_55982,GO:0046556,Catalysis of the hydrolysis of terminal non-reducing alpha-L-arabinofuranoside residues in alpha-L-arabinosides.,MF,alpha-L-arabinofuranosidase activity
MYCTH_2304458,GO:0050291,Catalysis of the reaction: acyl-CoA + sphingosine = CoA + N-acylsphingosine.,MF,sphingosine N-acyltransferase activity
MYCTH_2302511,GO:0009113,"The chemical reactions and pathways resulting in the formation of purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine.",BP,purine nucleobase biosynthetic process
MYCTH_2300744,GO:0097027,"Increases the activity of a ubiquitin-protein transferase, an enzyme that catalyzes the covalent attachment of ubiquitin to lysine in a substrate protein.",MF,ubiquitin-protein transferase activator activity
MYCTH_109638,GO:0008610,"The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent.",BP,lipid biosynthetic process
MYCTH_2138690,GO:0046872,Interacting selectively and non-covalently with any metal ion.,MF,metal ion binding
MYCTH_2299531,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2299531,GO:0006351,The cellular synthesis of RNA on a template of DNA.,BP,"transcription, DNA-templated"
MYCTH_2294238,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_38704,GO:0006351,The cellular synthesis of RNA on a template of DNA.,BP,"transcription, DNA-templated"
MYCTH_2295596,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2020422,GO:0042773,"The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP.",BP,ATP synthesis coupled electron transport
MYCTH_2310909,GO:0006048,"The chemical reactions and pathways resulting in the formation of UDP-N-acetylglucosamine, a substance composed of N-acetylglucosamine, a common structural unit of oligosaccharides, in glycosidic linkage with uridine diphosphate.",BP,UDP-N-acetylglucosamine biosynthetic process
MYCTH_2302277,GO:0006468,The process of introducing a phosphate group on to a protein.,BP,protein phosphorylation
MYCTH_2302277,GO:0008353,Catalysis of the reaction: ATP + (DNA-directed RNA polymerase II) = ADP + phospho-(DNA-directed RNA polymerase II); phosphorylation occurs on residues in the carboxy-terminal domain (CTD) repeats.,MF,RNA polymerase II CTD heptapeptide repeat kinase activity
MYCTH_2299371,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_2299371,GO:0006487,"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan.",BP,protein N-linked glycosylation
MYCTH_2308806,GO:0045277,"A part of the respiratory chain, containing the 13 polypeptide subunits of cytochrome c oxidase, including cytochrome a and cytochrome a3. Catalyzes the oxidation of reduced cytochrome c by dioxygen (O2).",CC,respiratory chain complex IV
MYCTH_2308290,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2308290,GO:0006351,The cellular synthesis of RNA on a template of DNA.,BP,"transcription, DNA-templated"
MYCTH_2297371,GO:0006457,The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.,BP,protein folding
MYCTH_2309008,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2309166,GO:0006888,"The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi.",BP,endoplasmic reticulum to Golgi vesicle-mediated transport
MYCTH_96141,GO:0046559,Catalysis of the reaction: an alpha-D-glucuronoside + H2O = an alcohol + D-glucuronate.,MF,alpha-glucuronidase activity
MYCTH_2303583,GO:0006568,"The chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid.",BP,tryptophan metabolic process
MYCTH_2312381,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2304797,GO:0140658,,,
MYCTH_2304797,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2294321,GO:0007017,"Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins.",BP,microtubule-based process
MYCTH_2302736,GO:0016226,The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster.,BP,iron-sulfur cluster assembly
MYCTH_2296210,GO:0006164,"The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.",BP,purine nucleotide biosynthetic process
MYCTH_108501,GO:0006886,"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell.",BP,intracellular protein transport
MYCTH_2303089,GO:0005975,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.",BP,carbohydrate metabolic process
MYCTH_2072958,GO:0030289,A protein serine/threonine phosphatase complex formed by the catalytic subunit of protein phosphatase 4 plus one or more regulatory subunits.,CC,protein phosphatase 4 complex
MYCTH_2305186,GO:0006351,The cellular synthesis of RNA on a template of DNA.,BP,"transcription, DNA-templated"
MYCTH_2294003,GO:0006139,"Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids.",BP,nucleobase-containing compound metabolic process
MYCTH_2302271,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2302752,GO:0019856,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases.",BP,pyrimidine nucleobase biosynthetic process
MYCTH_2305054,GO:0007031,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a peroxisome. A peroxisome is a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules.",BP,peroxisome organization
MYCTH_2299773,GO:0015165,Enables the transfer of a pyrimidine nucleotide-sugar from one side of a membrane to the other. Pyrimidine nucleotide-sugars are pyrimidine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative.,MF,pyrimidine nucleotide-sugar transmembrane transporter activity
MYCTH_2296291,GO:0005688,A ribonucleoprotein complex that contains small nuclear RNA U6.,CC,U6 snRNP
MYCTH_2299739,GO:0006979,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.",BP,response to oxidative stress
MYCTH_2296042,GO:0006281,"The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.",BP,DNA repair
MYCTH_2296042,GO:0006310,"Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction.",BP,DNA recombination
MYCTH_2296042,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2310995,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2310995,GO:0045944,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.",BP,positive regulation of transcription by RNA polymerase II
MYCTH_2316346,GO:0006542,"The chemical reactions and pathways resulting in the formation of glutamine, 2-amino-4-carbamoylbutanoic acid.",BP,glutamine biosynthetic process
MYCTH_2316346,GO:0006807,The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen.,BP,nitrogen compound metabolic process
MYCTH_2297460,GO:0051287,"Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH.",MF,NAD binding
MYCTH_2297460,GO:0006520,"The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups, as carried out by individual cells.",BP,cellular amino acid metabolic process
MYCTH_2299068,GO:0031011,A multisubunit protein complex that contains the Ino80p ATPase; exhibits chromatin remodeling activity and 3' to 5' DNA helicase activity.,CC,Ino80 complex
MYCTH_2307931,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2303692,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2112226,GO:0019290,"The chemical reactions and pathways resulting in the formation of siderophores, low molecular weight Fe(III)-chelating substances made by aerobic or facultatively anaerobic bacteria, especially when growing under iron deficient conditions. The complexes of Fe(3+)-siderophores have very high stability constants and are taken up by specific transport systems by microorganisms; the subsequent release of iron requires enzymatic action.",BP,siderophore biosynthetic process
MYCTH_2296262,GO:0006367,"Any process involved in the assembly of the RNA polymerase II preinitiation complex (PIC) at an RNA polymerase II promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription.",BP,transcription initiation from RNA polymerase II promoter
MYCTH_2143314,GO:0032259,The process in which a methyl group is covalently attached to a molecule.,BP,methylation
MYCTH_2295923,GO:0006508,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,BP,proteolysis
MYCTH_2088965,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_2088965,GO:0016272,"A multisubunit chaperone that is capable of delivering unfolded proteins to cytosolic chaperonin, which it acts as a cofactor for. In humans, the complex is a heterohexamer of two PFD-alpha and four PFD-beta type subunits. In Saccharomyces cerevisiae, it also acts in the nucleus to regulate the rate of elongation by RNA polymerase II via a direct effect on histone dynamics.",CC,prefoldin complex
MYCTH_89534,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2300117,GO:0007165,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",BP,signal transduction
MYCTH_2300117,GO:0016772,Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor).,MF,"transferase activity, transferring phosphorus-containing groups"
MYCTH_2312968,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2301171,GO:0006355,"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP,"regulation of transcription, DNA-templated"
MYCTH_2113082,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2113082,GO:0006468,The process of introducing a phosphate group on to a protein.,BP,protein phosphorylation
MYCTH_2312964,GO:0006048,"The chemical reactions and pathways resulting in the formation of UDP-N-acetylglucosamine, a substance composed of N-acetylglucosamine, a common structural unit of oligosaccharides, in glycosidic linkage with uridine diphosphate.",BP,UDP-N-acetylglucosamine biosynthetic process
MYCTH_56717,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2299590,GO:0005737,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC,cytoplasm
MYCTH_2296069,GO:0004170,Catalysis of the reaction: dUTP + H2O = dUMP + diphosphate.,MF,dUTP diphosphatase activity
MYCTH_2300793,GO:0008324,Enables the transfer of cation from one side of a membrane to the other.,MF,cation transmembrane transporter activity
MYCTH_2296965,GO:0030170,"Interacting selectively and non-covalently with pyridoxal 5' phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5' phosphate, the biologically active form of vitamin B6.",MF,pyridoxal phosphate binding
